,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5130.0,999999.0,999999.0,999999.0,5130.0,5130.0,5130.0,999999.0,999999.0,999999.0,5130.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5130.0,5130.0,999999.0,999999.0,999999.0,999999.0,999999.0,5190.0,999999.0,999999.0,999999.0
1,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5130.0,999999.0,999999.0,999999.0,5130.0,5130.0,5130.0,999999.0,999999.0,999999.0,5130.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5130.0,5130.0,999999.0,999999.0,999999.0,999999.0,999999.0,5190.0,999999.0,999999.0,999999.0
2,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,4336.0,999999.0,999999.0,999999.0,4336.0,4336.0,4336.0,999999.0,999999.0,999999.0,4336.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,4336.0,4336.0,999999.0,999999.0,999999.0,999999.0,999999.0,4629.0,999999.0,999999.0,999999.0
3,8796.0,10000.0,8708.0,10595.0,8708.0,10595.0,11000.0,8708.0,8708.0,10595.0,11000.0,8708.0,10595.0,10595.0,999999.0,10595.0,10595.0,12073.0,999999.0,999999.0,999999.0,10595.0,12073.0,12073.0,999999.0,11000.0,11000.0,11000.0,8796.0,8708.0,10000.0,10595.0,10595.0,11000.0,10595.0,10595.0,10595.0,999999.0,999999.0,10595.0,10595.0,8708.0,10595.0,8796.0,999999.0,10595.0,10595.0,999999.0
4,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5620.0,999999.0,999999.0,999999.0,5620.0,5620.0,5620.0,999999.0,999999.0,999999.0,5620.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5620.0,5620.0,999999.0,999999.0,999999.0,999999.0,999999.0,5778.0,999999.0,999999.0,999999.0
5,4393.0,999999.0,3736.0,4604.0,3736.0,4604.0,3805.0,3736.0,3736.0,4604.0,3805.0,3736.0,4604.0,4604.0,5686.0,4604.0,4604.0,3799.0,5686.0,5686.0,5686.0,4604.0,3799.0,3799.0,5686.0,3805.0,3805.0,3805.0,4393.0,3736.0,3736.0,4604.0,4604.0,3805.0,4604.0,4604.0,4604.0,5686.0,5686.0,4604.0,4604.0,3736.0,4604.0,4393.0,5703.0,4604.0,4604.0,999999.0
6,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,9432.0,999999.0,999999.0,999999.0,9432.0,9432.0,9432.0,999999.0,999999.0,999999.0,9432.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,9432.0,9432.0,999999.0,999999.0,999999.0,999999.0,999999.0,12953.0,999999.0,999999.0,999999.0
7,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,7388.0,999999.0,999999.0,999999.0
8,4962.0,999999.0,4292.0,5201.0,4292.0,5201.0,4298.0,4292.0,4292.0,5201.0,4298.0,4292.0,5201.0,5201.0,5859.0,5201.0,5201.0,4292.0,5859.0,5859.0,5859.0,5201.0,4292.0,4292.0,5859.0,4298.0,4298.0,4298.0,4962.0,4292.0,4221.0,5201.0,5201.0,4298.0,5201.0,5201.0,5201.0,5859.0,5859.0,5201.0,5201.0,4292.0,5201.0,4962.0,6442.0,5201.0,5201.0,999999.0
9,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,2921.0,999999.0,999999.0,999999.0,2921.0,2921.0,2921.0,999999.0,999999.0,999999.0,2921.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,2921.0,2921.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
10,3998.0,999999.0,3457.0,4190.0,3457.0,4190.0,3463.0,3457.0,3457.0,4190.0,3463.0,3457.0,4190.0,4190.0,5130.0,4190.0,4190.0,3457.0,5130.0,5130.0,5130.0,4190.0,3457.0,3457.0,5130.0,3463.0,3463.0,3463.0,3998.0,3457.0,999999.0,4190.0,4190.0,3463.0,4190.0,4190.0,4190.0,5130.0,5130.0,4190.0,4190.0,3457.0,4190.0,3998.0,5190.0,4190.0,4190.0,999999.0
11,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,3371.0,3371.0,3371.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
12,999999.0,999999.0,999999.0,8926.0,999999.0,8926.0,999999.0,999999.0,999999.0,8926.0,999999.0,999999.0,8926.0,8926.0,999999.0,8926.0,8926.0,11600.0,999999.0,999999.0,999999.0,8926.0,11600.0,11600.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,8926.0,8926.0,999999.0,8926.0,8926.0,8926.0,999999.0,999999.0,8926.0,8926.0,999999.0,8926.0,999999.0,999999.0,8926.0,8926.0,999999.0
13,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5508.0,999999.0,999999.0,999999.0,5508.0,5508.0,5508.0,999999.0,999999.0,999999.0,5508.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5508.0,5508.0,999999.0,999999.0,999999.0,999999.0,999999.0,6540.0,999999.0,999999.0,999999.0
14,2908.0,999999.0,2515.0,3048.0,2515.0,3048.0,2519.0,2515.0,2515.0,3048.0,2519.0,2515.0,3048.0,3048.0,2607.0,3048.0,3048.0,2515.0,2607.0,2607.0,2607.0,3048.0,2515.0,2515.0,2607.0,2519.0,2519.0,2519.0,2908.0,2515.0,2515.0,3048.0,3048.0,2519.0,3048.0,3048.0,3048.0,2607.0,2607.0,3048.0,3048.0,2515.0,3048.0,2908.0,4056.0,3048.0,3048.0,999999.0
15,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5686.0,999999.0,999999.0,999999.0,5686.0,5686.0,5686.0,999999.0,999999.0,999999.0,5686.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5686.0,5686.0,999999.0,999999.0,999999.0,999999.0,999999.0,5703.0,999999.0,999999.0,999999.0
16,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6191.0,999999.0,999999.0,999999.0,6191.0,6191.0,6191.0,999999.0,999999.0,999999.0,6191.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6191.0,6191.0,999999.0,999999.0,999999.0,999999.0,999999.0,6394.0,999999.0,999999.0,999999.0
17,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6191.0,999999.0,999999.0,999999.0,6191.0,6191.0,6191.0,999999.0,999999.0,999999.0,6191.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6191.0,6191.0,999999.0,999999.0,999999.0,999999.0,999999.0,6394.0,999999.0,999999.0,999999.0
18,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,9841.0,999999.0,999999.0,999999.0,9841.0,9841.0,9841.0,999999.0,999999.0,999999.0,9841.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,9841.0,9841.0,999999.0,999999.0,999999.0,999999.0,999999.0,12953.0,999999.0,999999.0,999999.0
19,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6191.0,999999.0,999999.0,999999.0,6191.0,6191.0,6191.0,999999.0,999999.0,999999.0,6191.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6191.0,6191.0,999999.0,999999.0,999999.0,999999.0,999999.0,6394.0,999999.0,999999.0,999999.0
20,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,3371.0,3371.0,3371.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
21,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,2987.0,999999.0,999999.0,999999.0,2987.0,2987.0,2987.0,999999.0,999999.0,999999.0,2987.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,2987.0,2987.0,999999.0,999999.0,999999.0,999999.0,999999.0,4973.0,999999.0,999999.0,999999.0
22,3998.0,999999.0,3457.0,4190.0,3457.0,4190.0,3463.0,3457.0,3457.0,4190.0,3463.0,3457.0,4190.0,4190.0,5130.0,4190.0,4190.0,3457.0,5130.0,5130.0,5130.0,4190.0,3457.0,3457.0,5130.0,3463.0,3463.0,3463.0,3998.0,3457.0,999999.0,4190.0,4190.0,3463.0,4190.0,4190.0,4190.0,5130.0,5130.0,4190.0,4190.0,3457.0,4190.0,3998.0,5190.0,4190.0,4190.0,999999.0
23,3998.0,999999.0,3457.0,4190.0,3457.0,4190.0,3463.0,3457.0,3457.0,4190.0,3463.0,3457.0,4190.0,4190.0,5130.0,4190.0,4190.0,3457.0,5130.0,5130.0,5130.0,4190.0,3457.0,3457.0,5130.0,3463.0,3463.0,3463.0,3998.0,3457.0,999999.0,4190.0,4190.0,3463.0,4190.0,4190.0,4190.0,5130.0,5130.0,4190.0,4190.0,3457.0,4190.0,3998.0,5190.0,4190.0,4190.0,999999.0
24,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,3371.0,3371.0,3371.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
25,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,3371.0,3371.0,3371.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
26,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,17317.0,999999.0,999999.0,999999.0,17317.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,17317.0,17317.0,17317.0,999999.0,999999.0,999999.0,999999.0,999999.0,17317.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0
27,3998.0,999999.0,3457.0,4190.0,3457.0,4190.0,3463.0,3457.0,3457.0,4190.0,3463.0,3457.0,4190.0,4190.0,5130.0,4190.0,4190.0,3457.0,5130.0,5130.0,5130.0,4190.0,3457.0,3457.0,5130.0,3463.0,3463.0,3463.0,3998.0,3457.0,999999.0,4190.0,4190.0,3463.0,4190.0,4190.0,4190.0,5130.0,5130.0,4190.0,4190.0,3457.0,4190.0,3998.0,5190.0,4190.0,4190.0,999999.0
28,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5686.0,999999.0,999999.0,999999.0,5686.0,5686.0,5686.0,999999.0,999999.0,999999.0,5686.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5686.0,5686.0,999999.0,999999.0,999999.0,999999.0,999999.0,5703.0,999999.0,999999.0,999999.0
29,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,3371.0,3371.0,3371.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
30,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,3371.0,3371.0,3371.0,999999.0,999999.0,999999.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,3371.0,3371.0,999999.0,999999.0,999999.0,999999.0,999999.0,4330.0,999999.0,999999.0,999999.0
31,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5859.0,999999.0,999999.0,999999.0,5859.0,5859.0,5859.0,999999.0,999999.0,999999.0,5859.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5859.0,5859.0,999999.0,999999.0,999999.0,999999.0,999999.0,6442.0,999999.0,999999.0,999999.0
32,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5620.0,999999.0,999999.0,999999.0,5620.0,5620.0,5620.0,999999.0,999999.0,999999.0,5620.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5620.0,5620.0,999999.0,999999.0,999999.0,999999.0,999999.0,5778.0,999999.0,999999.0,999999.0
33,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5620.0,999999.0,999999.0,999999.0,5620.0,5620.0,5620.0,999999.0,999999.0,999999.0,5620.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5620.0,5620.0,999999.0,999999.0,999999.0,999999.0,999999.0,5778.0,999999.0,999999.0,999999.0
34,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,2902.0,999999.0,999999.0,999999.0,2902.0,2902.0,2902.0,999999.0,999999.0,999999.0,2902.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,2902.0,2902.0,999999.0,999999.0,999999.0,999999.0,999999.0,4294.0,999999.0,999999.0,999999.0
35,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5116.0,999999.0,999999.0,999999.0,5116.0,5116.0,5116.0,999999.0,999999.0,999999.0,5116.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,5116.0,5116.0,999999.0,999999.0,999999.0,999999.0,999999.0,6046.0,999999.0,999999.0,999999.0
36,4962.0,999999.0,4292.0,5201.0,4292.0,5201.0,4298.0,4292.0,4292.0,5201.0,4298.0,4292.0,5201.0,5201.0,5859.0,5201.0,5201.0,4292.0,5859.0,5859.0,5859.0,5201.0,4292.0,4292.0,5859.0,4298.0,4298.0,4298.0,4962.0,4292.0,4221.0,5201.0,5201.0,4298.0,5201.0,5201.0,5201.0,5859.0,5859.0,5201.0,5201.0,4292.0,5201.0,4962.0,6442.0,5201.0,5201.0,999999.0
37,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,6442.0,999999.0,999999.0,999999.0
38,4393.0,999999.0,3736.0,4604.0,3736.0,4604.0,3805.0,3736.0,3736.0,4604.0,3805.0,3736.0,4604.0,4604.0,5686.0,4604.0,4604.0,3799.0,5686.0,5686.0,5686.0,4604.0,3799.0,3799.0,5686.0,3805.0,3805.0,3805.0,4393.0,3736.0,3736.0,4604.0,4604.0,3805.0,4604.0,4604.0,4604.0,5686.0,5686.0,4604.0,4604.0,3736.0,4604.0,4393.0,5703.0,4604.0,4604.0,999999.0
